État civil,Mode d'application,Ordre d'application,Cours,Présence jour/soir,Qualification antérieure,Nationalité,Qualification mère,Qualification père,Occupation mère,Occupation père,Déplacé,Besoins éducatifs spéciaux,Dettes,Frais de scolarité à jour,Sexe,Bourse,Âge à l'inscription,International,Unités curriculaires 1er semestre (créditées),Unités curriculaires 1er semestre (inscrits),Unités curriculaires 1er semestre (évaluations),Unités curriculaires 1er semestre (approuvées),Unités curriculaires 1er semestre (note),Unités curriculaires 1er semestre (sans évaluations),Unités curriculaires 2e semestre (créditées),Unités curriculaires 2e semestre (inscrits),Unités curriculaires 2e semestre (évaluations),Unités curriculaires 2e semestre (approuvées),Unités curriculaires 2e semestre (note),Unités curriculaires 2e semestre (sans évaluations),Taux de chômage,Taux d'inflation,PIB,Cible
Célibataire,Transfert,1,Soins infirmier,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude supérieure – diplôme,Travailleurs sans compétences,Métiers des Forces armées,Oui,Non,Non,Oui,Homme,Non,23,Non,0,8,8,8,12.5075,0,0,8,8,8,12.5075,0,9.4,-0.8,-3.12,1
Célibataire,Titulaires d'un diplôme de cycle court,1,Agronomie,Jour,Cours technique supérieur professionnel,Portugais,Étude supérieure – diplôme,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Professionnels de la santé,Travailleurs des services personnels,Non,Non,Non,Oui,Homme,Non,21,Non,7,12,18,11,12.090909090909092,0,5,12,14,11,12.0,0,8.9,1.4,3.51,1
Célibataire,Plus de 23 ans,1,Gestion (présence en soirée),Soir,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,Métiers des Forces armées,Non,Non,Non,Oui,Homme,Non,25,Non,0,5,13,1,10.0,0,0,5,8,2,11.333333333333334,0,12.4,0.5,1.79,0
Célibataire,1ère phase – contingent général,1,Équiniculture,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Homme,Non,18,Non,0,6,6,6,13.5,0,0,6,9,5,13.2,0,8.9,1.4,3.51,1
Célibataire,1ère phase – contingent général,6,Conception de communications,Jour,Fréquence d'étude supérieure,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Homme,Non,22,Non,0,6,6,6,14.166666666666666,0,0,6,8,6,13.625,0,10.8,1.4,1.74,1
Célibataire,Plus de 23 ans,1,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Techniciens et professions de niveau intermédiaire,Travailleurs sans compétences,Non,Non,Non,Oui,Homme,Non,27,Non,0,6,7,6,14.0,0,0,6,7,6,14.714285714285714,0,8.9,1.4,3.51,1
Célibataire,Plus de 23 ans,1,Agronomie,Jour,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Portugais,Étude supérieure – maîtrise,Étude secondaire – 12e année de scolarité ou équivalent,Spécialistes en activités intellectuelles et scientifiques,Personnel administratif,Non,Non,Non,Oui,Homme,Non,25,Non,0,3,4,0,0.0,0,0,3,5,0,0.0,0,16.2,0.3,-0.92,0
Célibataire,2e phase – contingent général,4,Génie informatique,Jour,Étude secondaire,Portugais,2ème cycle du cursus général du lycée,Savoir lire sans avoir une 4ème année de scolarité,Étudiant,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Homme,Non,18,Non,0,5,9,3,11.666666666666666,0,0,5,10,3,11.333333333333334,4,7.6,2.6,0.32,0
Célibataire,2e phase – contingent général,1,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Opérateurs d'installations, de machines et ouvriers d'assemblage","Opérateurs d'installations, de machines et ouvriers d'assemblage",Non,Non,Non,Oui,Homme,Non,20,Non,0,5,7,5,14.6,1,0,5,5,5,14.2,0,12.7,3.7,-1.7,1
Célibataire,Plus de 23 ans,1,Agronomie,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude supérieure – maîtrise,Spécialistes en activités intellectuelles et scientifiques,Spécialistes en activités intellectuelles et scientifiques,Non,Non,Non,Oui,Homme,Non,27,Non,0,6,10,5,13.0,0,0,6,13,5,11.5,0,16.2,0.3,-0.92,1
Célibataire,1ère phase – contingent général,1,Service Social (présence en soirée),Soir,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Homme,Non,20,Non,0,6,7,6,12.166666666666666,0,0,6,9,6,12.0,0,7.6,2.6,0.32,1
Célibataire,1ère phase – contingent général,1,Gestion,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Homme,Non,22,Non,0,5,9,0,0.0,0,0,5,5,1,12.0,0,7.6,2.6,0.32,0
Célibataire,2e phase – contingent général,6,Génie informatique,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude supérieure – diplôme,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Métiers des Forces armées,Oui,Non,Non,Oui,Homme,Non,19,Non,0,5,10,3,10.5,0,0,5,11,3,10.8,0,12.4,0.5,1.79,0
Célibataire,Changement de cours,4,Conception d'animation et multimédia,Jour,Étude secondaire,Portugais,Cours de commerce général,Autre – 11e année de scolarité,Travailleurs sans compétences,Métiers des Forces armées,Non,Non,Non,Oui,Homme,Non,19,Non,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,1
Marié(e),Plus de 23 ans,1,Soins infirmiers vétérinaires,Jour,12e année de scolarité – non terminée,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,Personnel administratif,Oui,Non,Non,Non,Homme,Non,29,Non,0,5,12,0,0.0,4,0,5,8,0,0.0,1,9.4,-0.8,-3.12,0
Célibataire,1ère phase – contingent général,2,Soins infirmier,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Homme,Non,19,Non,0,8,8,7,13.828571428571427,0,0,8,8,7,13.828571428571427,0,12.7,3.7,-1.7,1
Marié(e),1ère phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Non,Non,Non,Oui,Femme,Non,20,Non,0,6,7,6,11.5,0,0,6,6,6,11.666666666666666,0,7.6,2.6,0.32,1
Célibataire,1ère phase – contingent général,4,Conception de communications,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,"Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Non,20,Non,0,6,6,4,13.5,0,0,6,8,6,13.625,0,10.8,1.4,1.74,1
Célibataire,Plus de 23 ans,1,Service Social (présence en soirée),Soir,Étude secondaire,Portugais,2ème cycle du cursus général du lycée,Étude supérieure – doctorat,Étudiant,"Représentants du Pouvoir Législatif et des Organes Exécutifs, Directeurs et Dirigeants Exécutifs",Oui,Non,Non,Oui,Femme,Non,31,Non,0,6,12,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,0
Célibataire,2e phase – contingent général,5,Soins infirmier,Jour,Étude secondaire,Portugais,Autre – 11e année de scolarité,Étude secondaire – 12e année de scolarité ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,18,Non,0,7,8,7,12.5375,0,0,8,9,7,12.614285714285714,0,13.9,-0.3,0.79,1
Célibataire,1ère phase – contingent général,1,Gestion,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,"Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Non,18,Non,0,5,10,4,12.0,0,0,5,9,4,12.8,0,13.9,-0.3,0.79,1
Célibataire,2e phase – contingent général,1,Tourisme,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Non,Non,Non,Oui,Femme,Non,19,Non,0,6,8,5,11.8,0,0,6,8,5,11.6,0,10.8,1.4,1.74,1
Célibataire,1ère phase – contingent général,1,Gestion,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Techniciens et professions de niveau intermédiaire,Techniciens et professions de niveau intermédiaire,Non,Non,Non,Oui,Femme,Oui,18,Non,0,5,5,5,15.0,0,0,5,5,5,15.2,0,12.7,3.7,-1.7,1
Célibataire,2e phase – contingent général,1,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Autre situation,Autre situation,Non,Non,Non,Oui,Femme,Non,19,Non,0,5,7,3,12.0,0,0,5,7,5,13.2,0,7.6,2.6,0.32,1
Célibataire,2e phase – contingent général,1,Journalisme et communication,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,"Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Oui,18,Non,0,6,6,6,12.833333333333334,0,0,6,7,6,12.285714285714286,0,15.5,2.8,-4.06,1
Célibataire,1ère phase – contingent général,3,Tourisme,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Techniciens et professions de niveau intermédiaire,Oui,Non,Non,Oui,Femme,Non,19,Non,0,6,12,6,11.666666666666666,0,0,6,14,3,12.0,0,7.6,2.6,0.32,1
Célibataire,1ère phase – contingent général,4,Hygiène buccale (Dentiste ou Hygiéniste dentaire),Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude secondaire – 12e année de scolarité ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Personnel administratif,Non,Non,Non,Oui,Femme,Non,19,Non,0,7,9,7,12.1625,0,0,8,8,8,13.825,0,13.9,-0.3,0.79,1
Célibataire,1ère phase – contingent général,2,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Techniciens et professions de niveau intermédiaire,Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,6,6,13.833333333333334,0,0,6,11,6,14.555555555555555,0,10.8,1.4,1.74,1
Célibataire,Titulaires d'un diplôme de spécialisation technologique,1,Gestion de la publicité et du marketing,Jour,Cours de spécialisation technologique,Portugais,Cours Général d'Administration et de Commerce,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Personnel administratif,Non,Non,Non,Oui,Femme,Oui,20,Non,2,6,9,6,12.125,0,2,6,7,6,13.571428571428571,0,11.1,0.6,2.02,1
Célibataire,Plus de 23 ans,1,Gestion (présence en soirée),Soir,Étude supérieure – diplôme,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Non,29,Non,10,15,15,11,11.454545454545457,0,9,13,16,11,11.545454545454543,0,10.8,1.4,1.74,0
Célibataire,2e phase – contingent général,1,Éducation de base,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Autre – 11e année de scolarité,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Étudiant,Non,Non,Non,Non,Femme,Oui,20,Non,0,6,10,4,12.0,0,0,6,14,3,10.0,0,7.6,2.6,0.32,0
Divorcé(e),Plus de 23 ans,1,Éducation de base,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Métiers des Forces armées,Non,Non,Oui,Non,Femme,Non,31,Non,0,7,8,6,12.666666666666666,0,0,7,9,5,12.6,0,8.9,1.4,3.51,0
Célibataire,2e phase – contingent général,1,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Personnel administratif,Non,Oui,Non,Oui,Femme,Non,20,Non,0,6,7,6,12.666666666666666,0,0,6,9,6,13.77777777777778,0,10.8,1.4,1.74,1
Célibataire,2e phase – contingent général,1,Agronomie,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,21,Non,12,18,22,18,11.88888888888889,1,11,13,13,13,11.461538461538462,0,15.5,2.8,-4.06,1
Célibataire,Titulaires d'autres formations supérieures,1,Équiniculture,Jour,Étude supérieure – diplôme,Portugais,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,23,Non,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0
Célibataire,2e phase – contingent général,5,Conception de communications,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Non,Non,Oui,Non,Femme,Non,21,Non,0,6,6,4,13.0,0,0,6,8,4,11.6,0,10.8,1.4,1.74,0
Célibataire,Titulaires d'autres formations supérieures,1,Soins infirmier,Jour,Étude supérieure – diplôme (1er cycle),Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Personnel administratif,Non,Non,Non,Oui,Femme,Non,24,Non,4,7,7,7,16.885714285714283,0,3,8,9,8,15.744444444444444,0,16.2,0.3,-0.92,1
Célibataire,Plus de 23 ans,1,Service Social (présence en soirée),Soir,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,Personnel administratif,Non,Non,Non,Oui,Femme,Non,27,Non,0,6,6,6,12.5,0,1,6,6,6,12.333333333333334,0,15.5,2.8,-4.06,1
Célibataire,1ère phase – contingent général,1,Soins infirmier,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 1er cycle (4e/5e année) ou équivalent,Techniciens et professions de niveau intermédiaire,"Opérateurs d'installations, de machines et ouvriers d'assemblage",Non,Non,Non,Oui,Femme,Oui,18,Non,0,7,9,7,13.055555555555555,0,0,8,8,8,15.8125,0,13.9,-0.3,0.79,1
Célibataire,1ère phase – contingent général,3,Conception d'animation et multimédia,Jour,Étude secondaire,Portugais,12e année de scolarité – non terminée,Étude secondaire – 12e année de scolarité ou équivalent,"Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts","Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts",Oui,Non,Non,Non,Femme,Non,21,Non,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0
Célibataire,2e phase – contingent général,1,Équiniculture,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude supérieure – diplôme,Techniciens et professions de niveau intermédiaire,Spécialistes en activités intellectuelles et scientifiques,Oui,Non,Oui,Oui,Femme,Oui,19,Non,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
Célibataire,1ère phase – contingent général,6,Soins infirmier,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Oui,19,Non,0,8,8,7,12.355714285714283,0,0,8,8,7,12.355714285714283,0,10.8,1.4,1.74,1
Célibataire,2e phase – contingent général,1,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs des soins personnels et autres,"Travailleurs non qualifiés dans les industries extractives, la construction, la fabrication et les transports",Non,Non,Non,Oui,Femme,Non,18,Non,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0
Célibataire,1ère phase – contingent général,2,Éducation de base,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Autre personnel de soutien administratif,Ouvriers d'assemblage,Oui,Non,Oui,Oui,Femme,Oui,20,Non,0,7,7,7,13.857142857142858,0,0,7,8,7,12.571428571428571,0,8.9,1.4,3.51,1
Marié(e),1ère phase – contingent général,1,Service Social (présence en soirée),Soir,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 1er cycle (4e/5e année) ou équivalent,Personnel administratif,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,24,Non,0,6,9,5,13.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,1
Célibataire,1ère phase – contingent général,1,Conception de communications,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,"Représentants du Pouvoir Législatif et des Organes Exécutifs, Directeurs et Dirigeants Exécutifs","Représentants du Pouvoir Législatif et des Organes Exécutifs, Directeurs et Dirigeants Exécutifs",Oui,Non,Non,Oui,Femme,Non,20,Non,0,6,6,6,12.833333333333334,0,0,6,10,6,11.166666666666666,0,12.4,0.5,1.79,1
Célibataire,1ère phase – contingent général,1,Soins infirmier,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Oui,19,Non,0,8,8,7,12.357142857142858,0,0,8,8,7,12.357142857142858,0,12.7,3.7,-1.7,1
Célibataire,1ère phase – contingent général,6,Soins infirmier,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Oui,18,Non,0,8,8,7,13.857142857142858,0,0,8,8,7,13.857142857142858,0,12.7,3.7,-1.7,1
Célibataire,2e phase – contingent général,2,Service social,Jour,Étude supérieure – diplôme,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans","Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Oui,20,Non,0,6,6,6,12.333333333333334,0,0,6,6,6,10.666666666666666,0,9.4,-0.8,-3.12,1
Célibataire,2e phase – contingent général,1,Soins infirmier,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,"Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Non,20,Non,0,7,8,7,12.847142857142858,0,0,8,10,8,13.788888888888888,0,16.2,0.3,-0.92,1
Célibataire,2e phase – contingent général,2,Soins infirmier,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 1er cycle (4e/5e année) ou équivalent,Personnel administratif,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Oui,19,Non,0,7,9,6,12.339999999999998,0,0,8,9,8,13.01875,0,11.1,0.6,2.02,1
Célibataire,1ère phase – contingent général,1,Journalisme et communication,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Personnel administratif,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,20,Non,0,6,6,6,13.833333333333334,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,1
Célibataire,2e phase – contingent général,2,Gestion,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Personnel administratif,Techniciens et professions de niveau intermédiaire,Oui,Non,Non,Oui,Femme,Non,19,Non,0,5,15,2,10.75,0,0,5,11,2,10.0,0,13.9,-0.3,0.79,0
Célibataire,2e phase – contingent général,5,Éducation de base,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,19,Non,0,6,11,4,13.25,0,0,6,10,4,10.25,0,9.4,-0.8,-3.12,0
Célibataire,2e phase – contingent général,1,Soins infirmier,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Oui,18,Non,0,8,8,8,13.73125,0,0,8,8,8,13.73125,0,9.4,-0.8,-3.12,1
Célibataire,2e phase – contingent général,4,Conception de communications,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Oui,23,Non,0,6,6,6,13.333333333333334,0,0,6,8,3,12.666666666666666,0,11.1,0.6,2.02,0
Célibataire,1ère phase – contingent général,1,Éducation de base,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,"Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Non,21,Non,0,6,8,5,12.0,0,0,6,9,5,10.8,0,12.7,3.7,-1.7,0
Célibataire,Titulaires d'un diplôme de spécialisation technologique,1,Service Social (présence en soirée),Soir,Cours de spécialisation technologique,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts","Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts",Oui,Non,Non,Oui,Femme,Non,23,Non,5,9,10,9,10.88888888888889,0,3,8,10,6,11.333333333333334,0,11.1,0.6,2.02,1
Célibataire,1ère phase – contingent général,3,Soins infirmier,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,19,Non,0,7,8,7,13.025,0,0,8,9,8,13.811111111111112,0,13.9,-0.3,0.79,1
Célibataire,2e phase – contingent général,2,Journalisme et communication,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts",Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,6,6,13.0,0,0,6,6,6,14.166666666666666,0,12.4,0.5,1.79,1
Célibataire,1ère phase – contingent général,1,Journalisme et communication,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Oui,Non,Oui,Femme,Non,19,Non,0,6,10,5,11.8,0,0,6,10,5,12.0,0,10.8,1.4,1.74,1
Célibataire,Plus de 23 ans,1,Soins infirmier,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Oui,25,Non,0,8,8,7,12.042857142857144,0,0,8,8,7,12.042857142857144,0,12.7,3.7,-1.7,1
Célibataire,1ère phase – contingent général,1,Soins infirmier,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Non,Non,Non,Oui,Femme,Oui,19,Non,0,7,8,7,12.8375,0,0,8,8,8,15.5,0,13.9,-0.3,0.79,1
Célibataire,Plus de 23 ans,1,Hygiène buccale (Dentiste ou Hygiéniste dentaire),Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Autre personnel de soutien administratif,"Travailleurs non qualifiés dans les industries extractives, la construction, la fabrication et les transports",Non,Non,Oui,Oui,Femme,Oui,24,Non,0,7,13,7,11.0,0,0,8,13,7,11.7,0,12.7,3.7,-1.7,1
Célibataire,1ère phase – contingent général,1,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Oui,18,Non,0,6,7,6,13.5,0,0,6,9,5,14.0,0,8.9,1.4,3.51,1
Célibataire,2e phase – contingent général,5,Service social,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Oui,19,Non,0,6,8,6,12.125,0,0,6,7,6,12.714285714285714,0,16.2,0.3,-0.92,1
Célibataire,1ère phase – contingent général,5,Soins infirmier,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Oui,18,Non,0,8,12,7,12.62857142857143,0,0,8,12,7,12.62857142857143,0,12.7,3.7,-1.7,1
Célibataire,2e phase – contingent général,3,Service social,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Non,Non,Non,Oui,Femme,Non,19,Non,0,6,11,5,11.2,0,0,6,13,5,11.6,0,15.5,2.8,-4.06,1
